BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	DA2MCTB019-17SA	Matemática Discreta A2-diurno (Santo André)	quarta das 10:00 às 12:00, sala S-208-0, semanal , sexta das 08:00 às 10:00, sala S-208- 0, semanal	0	Santo André	diurno	4-0-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	NA1MCZA015-13SA	Mineração de Dados A1-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-108-0, semanal	sexta das 21:00 às 23:00, sala 407-2, semanal	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	NA2MCZA015-13SA	Mineração de Dados A2-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-108-0, semanal	sexta das 19:00 às 21:00, sala 409-2, semanal	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	NB1MCZA018-17SA	Processamento Digital de Imagens B1-noturno (Santo André)	0	quarta das 21:00 às 23:00, sala 405-2, semanal , sexta das 19:00 às 21:00, sala 405-2, semanal	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	DB2MCTA022-17SA	Redes de Computadores B2-diurno (Santo André)	quarta das 08:00 às 10:00, sala A-114-0, quinzenal II, sexta das 10:00 às 12:00, sala A- 114-0, semanal	quarta das 08:00 às 10:00, sala 404-2, quinzenal I	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	NB2MCTA022-17SA	Redes de Computadores B2-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-106-0, quinzenal II, sexta das 21:00 às 23:00, sala A- 107-0, semanal	quarta das 19:00 às 21:00, sala 404-2, quinzenal I	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	DB1MCTA022-17SA	Redes de Computadores B1-diurno (Santo André)	quarta das 10:00 às 12:00, sala A-114-0, quinzenal II, sexta das 10:00 às 12:00, sala A- 114-0, semanal	quarta das 10:00 às 12:00, sala 404-2, quinzenal I	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	NB1MCTA022-17SA	Redes de Computadores B1-noturno (Santo André)	quarta das 21:00 às 23:00, sala A-106-0, quinzenal II, sexta das 21:00 às 23:00, sala A- 108-0, semanal	quarta das 21:00 às 23:00, sala 404-2, quinzenal I	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	DPMCTA022-17SA	Redes de Computadores P-diurno (Santo André) - TURMA COMPARTILHADA COM A PÓS- GRADUAÇÃO	quarta das 16:00 às 18:00, sala S - 306-1, semanal , sexta das 14:00 às 16:00, sala S - 306- 1, semanal	0	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	DA1MCTA023-17SA	Segurança de Dados A1-diurno (Santo André)	segunda das 08:00 às 10:00, sala A-108-0, semanal	quarta das 10:00 às 12:00, sala 407-2, semanal	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	NA1MCTA023-17SA	Segurança de Dados A1-noturno (Santo André)	segunda das 19:00 às 21:00, sala A-108-0, semanal	quarta das 19:00 às 21:00, sala 407-2, semanal	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	NA2MCTA023-17SA	Segurança de Dados A2-noturno (Santo André)	segunda das 19:00 às 21:00, sala A-108-0, semanal	quarta das 21:00 às 23:00, sala 407-2, semanal	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	DA2MCTA023-17SA	Segurança de Dados A2-diurno (Santo André)	segunda das 08:00 às 10:00, sala A-108-0, semanal	quarta das 08:00 às 10:00, sala 407-2, semanal	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	DA1MCTA026-13SA	Sistemas Operacionais A1-diurno (Santo André)	quinta das 08:00 às 10:00, sala A-108-0, semanal	segunda das 08:00 às 10:00, sala 405-2, semanal	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	NA1MCTA026-13SA	Sistemas Operacionais A1-noturno (Santo André)	quinta das 19:00 às 21:00, sala A-114-0, semanal	segunda das 19:00 às 21:00, sala 405-2, semanal	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	NA2MCTA026-13SA	Sistemas Operacionais A2-noturno (Santo André)	quinta das 19:00 às 21:00, sala A-114-0, semanal	segunda das 21:00 às 23:00, sala 405-2, semanal	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO	DA2MCTA026-13SA	Sistemas Operacionais A2-diurno (Santo André)	quinta das 08:00 às 10:00, sala A-108-0, semanal	segunda das 10:00 às 12:00, sala 405-2, semanal	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCS0001-15SA	Base Experimental das Ciências Naturais A1-diurno (Santo André)	0	sexta das 14:00 às 17:00, sala L605, semanal	Santo André	diurno	0-3-2
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA2BCS0001-15SA	Base Experimental das Ciências Naturais A2-diurno (Santo André)	0	sexta das 14:00 às 17:00, sala 402-3, semanal	Santo André	diurno	0-3-2
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA3BCS0001-15SA	Base Experimental das Ciências Naturais A3-diurno (Santo André)	0	sexta das 14:00 às 17:00, sala 404-3, semanal	Santo André	diurno	0-3-2
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BIR0004-15SA	Bases Epistemológicas da Ciência Moderna A1- diurno (Santo André)	segunda das 10:00 às 12:00, sala A-103-0, semanal , quinta das 08:00 às 10:00, sala A-103- 0, quinzenal I	0	Santo André	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BIR0004-15SA	Bases Epistemológicas da Ciência Moderna B1- diurno (Santo André)	segunda das 08:00 às 10:00, sala S-206-0, semanal , quinta das 10:00 às 12:00, sala S-206- 0, quinzenal I	0	Santo André	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BIR0004-15SA	Bases Epistemológicas da Ciência Moderna A1- noturno (Santo André)	segunda das 21:00 às 23:00, sala A-103-0, semanal , quinta das 19:00 às 21:00, sala A-103- 0, quinzenal I	0	Santo André	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BIR0004-15SA	Bases Epistemológicas da Ciência Moderna B1- noturno (Santo André)	segunda das 19:00 às 21:00, sala S-206-0, semanal , quinta das 21:00 às 23:00, sala S-206- 0, quinzenal I	0	Santo André	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BIR0004-15SB	Bases Epistemológicas da Ciência Moderna A1- diurno (São Bernardo do Campo)	segunda das 10:00 às 12:00, sala A1-S201-SB, semanal , quinta das 08:00 às 10:00, sala A1- S201-SB, quinzenal I	0	São Bernardo do Campo	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BIR0004-15SB	Bases Epistemológicas da Ciência Moderna B1- diurno (São Bernardo do Campo)	segunda das 08:00 às 10:00, sala A1-S202-SB, semanal , quinta das 10:00 às 12:00, sala A1- S202-SB, quinzenal I	0	São Bernardo do Campo	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BIR0004-15SB	Bases Epistemológicas da Ciência Moderna A1- noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A1-S201-SB, semanal , quinta das 19:00 às 21:00, sala A1- S201-SB, quinzenal I	0	São Bernardo do Campo	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BIR0004-15SB	Bases Epistemológicas da Ciência Moderna B1- noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A1-S202-SB, semanal , quinta das 21:00 às 23:00, sala A1- S202-SB, quinzenal I	0	São Bernardo do Campo	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCL0306-15SA	Biodiversidade: Interações entre organismos e ambiente A1-diurno (Santo André)	segunda das 16:00 às 18:00, sala A-104-0, semanal , quinta das 14:00 às 16:00, sala A-104- 0, quinzenal II	0	Santo André	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCL0306-15SA	Biodiversidade: Interações entre organismos e ambiente A1-noturno (Santo André)	segunda das 21:00 às 23:00, sala A-101-0, semanal , quinta das 19:00 às 21:00, sala A-104- 0, quinzenal II	0	Santo André	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCL0306-15SB	Biodiversidade: Interações entre organismos e ambiente A1-diurno (São Bernardo do Campo)	segunda das 16:00 às 18:00, sala A1-S205-SB, semanal , quinta das 14:00 às 16:00, sala A1- S205-SB, quinzenal II	0	São Bernardo do Campo	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCL0306-15SB	Biodiversidade: Interações entre organismos e ambiente A1-noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A1-S205-SB, semanal , quinta das 19:00 às 21:00, sala A1- S205-SB, quinzenal II	0	São Bernardo do Campo	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A1-diurno (Santo André)	quarta das 10:00 às 12:00, sala S-211-0, semanal , quinta das 10:00 às 12:00, sala S-211- 0, quinzenal II	segunda das 08:00 às 10:00, sala L606, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA2BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A2-diurno (Santo André)	quarta das 10:00 às 12:00, sala S-211-0, semanal , quinta das 10:00 às 12:00, sala S-211- 0, quinzenal II	segunda das 08:00 às 10:00, sala 405-3, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA4BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A4-diurno (Santo André)	quarta das 10:00 às 12:00, sala A-107-0, semanal , quinta das 10:00 às 12:00, sala A-107- 0, quinzenal II	segunda das 08:00 às 10:00, sala L601, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA5BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A5-diurno (Santo André)	quarta das 10:00 às 12:00, sala A-107-0, semanal , quinta das 10:00 às 12:00, sala A-107- 0, quinzenal II	segunda das 08:00 às 10:00, sala L602, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA6BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A6-diurno (Santo André)	quarta das 10:00 às 12:00, sala A-107-0, semanal , quinta das 10:00 às 12:00, sala A-107- 0, quinzenal II	segunda das 08:00 às 10:00, sala L605, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B1-diurno (Santo André)	quarta das 08:00 às 10:00, sala S-212-0, semanal , quinta das 08:00 às 10:00, sala S-212- 0, quinzenal II	segunda das 10:00 às 12:00, sala L606, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB2BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B2-diurno (Santo André)	quarta das 08:00 às 10:00, sala S-212-0, semanal , quinta das 08:00 às 10:00, sala S-212- 0, quinzenal II	segunda das 10:00 às 12:00, sala 405-3, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB3BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B3-diurno (Santo André)	quarta das 08:00 às 10:00, sala S-212-0, semanal , quinta das 08:00 às 10:00, sala S-212- 0, quinzenal II	segunda das 10:00 às 12:00, sala 408-3, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB4BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B4-diurno (Santo André)	quarta das 08:00 às 10:00, sala S-208-0, semanal , quinta das 08:00 às 10:00, sala S-208- 0, quinzenal II	segunda das 10:00 às 12:00, sala L601, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB5BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B5-diurno (Santo André)	quarta das 08:00 às 10:00, sala S-208-0, semanal , quinta das 08:00 às 10:00, sala S-208- 0, quinzenal II	segunda das 10:00 às 12:00, sala L602, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB6BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B6-diurno (Santo André)	quarta das 08:00 às 10:00, sala S-208-0, semanal , quinta das 08:00 às 10:00, sala S-208- 0, quinzenal II	segunda das 10:00 às 12:00, sala L605, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DC1BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas C1-diurno (Santo André)	segunda das 08:00 às 10:00, sala A-105-0, semanal , quinta das 10:00 às 12:00, sala A-105- 0, quinzenal II	quarta das 08:00 às 10:00, sala L601, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DC2BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas C2-diurno (Santo André)	segunda das 08:00 às 10:00, sala A-105-0, semanal , quinta das 10:00 às 12:00, sala A-105- 0, quinzenal II	quarta das 08:00 às 10:00, sala L602, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DC3BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas C3-diurno (Santo André)	segunda das 08:00 às 10:00, sala A-105-0, semanal , quinta das 10:00 às 12:00, sala A-105- 0, quinzenal II	quarta das 08:00 às 10:00, sala L605, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A1-noturno (Santo André)	quarta das 21:00 às 23:00, sala S-211-0, semanal , quinta das 21:00 às 23:00, sala S-211- 0, quinzenal II	segunda das 19:00 às 21:00, sala L606, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA2BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A2-noturno (Santo André)	quarta das 21:00 às 23:00, sala S-211-0, semanal , quinta das 21:00 às 23:00, sala S-211- 0, quinzenal II	segunda das 19:00 às 21:00, sala 405-3, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA3BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A3-noturno (Santo André)	quarta das 21:00 às 23:00, sala S-211-0, semanal , quinta das 21:00 às 23:00, sala S-211- 0, quinzenal II	segunda das 19:00 às 21:00, sala 408-3, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA4BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A4-noturno (Santo André)	quarta das 21:00 às 23:00, sala A-107-0, semanal , quinta das 21:00 às 23:00, sala A-107- 0, quinzenal II	segunda das 19:00 às 21:00, sala L601, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA5BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A5-noturno (Santo André)	quarta das 21:00 às 23:00, sala A-107-0, semanal , quinta das 21:00 às 23:00, sala A-107- 0, quinzenal II	segunda das 19:00 às 21:00, sala L602, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA6BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A6-noturno (Santo André)	quarta das 21:00 às 23:00, sala A-107-0, semanal , quinta das 21:00 às 23:00, sala A-107- 0, quinzenal II	segunda das 19:00 às 21:00, sala L605, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B1-noturno (Santo André)	quarta das 19:00 às 21:00, sala S-212-0, semanal , quinta das 19:00 às 21:00, sala S-212- 0, quinzenal II	segunda das 21:00 às 23:00, sala L606, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB2BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B2-noturno (Santo André)	quarta das 19:00 às 21:00, sala S-212-0, semanal , quinta das 19:00 às 21:00, sala S-212- 0, quinzenal II	segunda das 21:00 às 23:00, sala 405-3, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB3BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B3-noturno (Santo André)	quarta das 19:00 às 21:00, sala S-212-0, semanal , quinta das 19:00 às 21:00, sala S-212- 0, quinzenal II	segunda das 21:00 às 23:00, sala 408-3, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB4BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B4-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-102-0, semanal , quinta das 19:00 às 21:00, sala S-205- 0, quinzenal II	segunda das 21:00 às 23:00, sala L601, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB5BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B5-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-102-0, semanal , quinta das 19:00 às 21:00, sala S-205- 0, quinzenal II	segunda das 21:00 às 23:00, sala L602, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB6BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B6-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-102-0, semanal , quinta das 19:00 às 21:00, sala S-205- 0, quinzenal II	segunda das 21:00 às 23:00, sala L605, semanal	Santo André	noturno	3-2-6
